MUNICIPIO,LEITOS_EXISTENTES,LATITUDE,LONGITUDE
LAGOA DA CONFUSAO,120,-10.7883045,-49.6224431
LAGOA DA PRATA,304,-20.022778,-45.5440462
LAGOA DE DENTRO,76,-27.61619565,-48.473854698913044
LAGOA DO CARRO,88,-7.843834,-35.310783
LAGOA DO ITAENGA,108,-23.4800374,-46.5776843
LAGOA DO MATO,92,-6.04865,-43.5273907
LAGOA DO OURO,180,-9.1247761,-36.4592567
LAGOA DOS GATOS,68,-8.6537614,-35.9045124
LAGOA FORMOSA,84,-18.7741896,-46.4082511
LAGOA GRANDE,160,-8.9930649,-40.2716452
LUCAS DO RIO VERDE,668,-13.0664609,-55.9196711
LUCELIA,144,-21.7211293,-51.0188
LUCENA,4,-6.8984018,-34.8711915
LUCRECIA,52,-6.1172522,-37.8134573
LUIS CORREIA,172,-2.8818164,-41.6658458
LUIS DOMINGUES,48,-1.3284412,-45.8975062
LUIS EDUARDO MAGALHAES,614,-12.0869117,-45.7834163
LUIS GOMES,120,-6.4141793,-38.3872939
LUIZ ALVES,211,-26.7118577,-48.9126756
LUNARDELLI,120,-24.0793542,-51.7421822
LUPIONOPOLIS,64,-22.7558205,-51.6575301
LUZ,160,-23.53512225,-46.63539301511077
LUZERNA,252,-27.1294338,-51.4686169
LUZIANIA,764,-16.2535456,-47.9500276
LUZILANDIA,200,-3.4648887,-42.3689528
MACAE,3140,-22.28283055,-41.96490906592897
MACAIBA,256,-5.8561372,-35.3523774
MACAJUBA,80,-12.1376415,-40.3590055
MACAPA,4756,0.0401529,-51.0569588
MACAPARANA,224,-7.555638,-35.44246
MACARANI,108,-15.5632132,-40.4242167
MACATUBA,124,-22.50022,-48.710229
MACAU,240,-5.1131698,-36.6350676
MACAUBAL,60,-20.8071616,-49.9648439
MACAUBAS,256,-13.0174846,-42.6882221
MACEIO,14332,-9.6476843,-35.7339264
MACHACALIS,184,-17.0784105,-40.7175983
MACHADINHO D'OESTE,192,-9.4240851,-61.9923719
MACHADO,272,-21.6762861,-45.9211696
MACHADOS,60,-7.6876999,-35.5126635
MACURURE,84,-9.1717089,-39.0574899
MADALENA,96,-4.8542961,-39.5766436
MADEIRO,28,-3.4834791,-40.2789689
MADRE DE DEUS,120,-12.7424741,-38.6152913
MAE DO RIO,212,-2.0458692,-47.5522076
MAFRA,684,-26.1150943,-49.8035982
MAGALHAES DE ALMEIDA,84,-3.392319,-42.211743
MAGE,692,-22.6604221,-43.0426162
MAIQUINIQUE,56,-15.6179956,-40.2645087
MAIRI,112,-11.7077488,-40.1484881
MAIRIPORA,184,-23.3190348,-46.5876377
MAIRIPOTABA,52,-17.2949694,-49.4960906
MAJOR ISIDORO,128,-9.504550250000001,-37.029352117480855
MAJOR SALES,48,-6.4063378,-38.3226605
MAJOR VIEIRA,144,-26.3654856,-50.3272634
MALACACHETA,172,-17.8428204,-42.0786194
MALHADA,88,-14.3379191,-43.7716651
MALLET,156,-25.8829457,-50.8289338
MAMANGUAPE,487,-6.833698,-35.121316
MAMBAI,60,-14.4970828,-46.1115108
MAMBORE,56,-24.3084433,-52.5298446
MANACAPURU,360,-3.2996768,-60.6213528
MANAQUIRI,120,-3.4305885,-60.4593078
MANARI,108,-8.9616166,-37.624648
MANAUS,18203,-3.1316333,-59.9825041
MANCIO LIMA,128,-7.6145911,-72.905264
MANDAGUARI,320,-23.5224849,-51.6787511
MANDIRITUBA,200,-25.7772457,-49.3279107
MANGA,172,-14.7528035,-43.9417044
MANGARATIBA,256,-22.9600193,-44.04111
MANGUEIRINHA,236,-25.9412009,-52.1740852
MANHUACU,856,-20.2574434,-42.0340769
MANHUMIRIM,476,-20.3599141,-41.9554606
MANICORE,204,-5.804618,-61.289483
MANOEL EMIDIO,44,-8.0054022,-43.8730321
MANOEL RIBAS,132,-24.5177239,-51.6685729
MANOEL URBANO,96,-8.838755,-69.2619465
MANSIDAO,32,-10.7196537,-44.0356021
MANTENA,340,-18.7809937,-40.9808279
MAR DE ESPANHA,156,-21.866945,-43.01
MARA ROSA,188,-14.0148159,-49.1776521
MARAA,80,-1.8535579,-65.5897749
MARABA,1582,-5.3462821,-49.1007401
MARACAI,104,-22.6112679,-50.6670685
MARACAJU,224,-21.6163005,-55.164605
MARACANA,120,-22.912161949999998,-43.23118606002972
MARACANAU,1399,-3.8779438,-38.6247697
MARACAS,180,-13.4408898,-40.433052
MARAGOGIPE,56,-12.7766206,-38.9174729
MARAIAL,52,-8.7823791,-35.8113151
MARANGUAPE,176,-3.8922967,-38.6835427
MARANHAOZINHO,72,-2.2429316,-45.8588977
MARAPANIM,76,-0.7134493,-47.6985381
MARAU,396,-28.4493053,-52.2002156
MARAVILHA,348,-26.7623898,-53.1747387
MARCELANDIA,91,-11.0794264,-54.5202451
MARCELINO RAMOS,208,-27.4622708,-51.9081009
MARCELINO VIEIRA,60,-6.2938597,-38.1622228
MARCIONILIO SOUZA,76,-13.0024332,-40.5317476
MARCO,192,-3.12060485,-40.15436911492037
MARCOLANDIA,136,-7.4404183,-40.6650972
MARCOS PARENTE,32,-7.1216428,-43.8892251
MARECHAL CANDIDO RONDON,352,-24.5582532,-54.0587821
MARECHAL THAUMATURGO,56,-8.9479792,-72.7872614
MARI,4,-7.0580611,-35.3184163
MARIA DA FE,120,-22.3081652,-45.3752771
MARIA HELENA,4,-23.6139395,-53.206135
MARIANA,280,-20.3781468,-43.4174862
MARIANO MORO,40,-27.3541972,-52.1469053
MARIANOPOLIS DO TOCANTINS,100,-9.7962503,-49.6547174
MARICA,876,-22.9196772,-42.8184375
MARILENA,92,-22.7358333,-53.04
MARILIA,4064,-22.2172002,-49.9500061
MARINGA,7000,-23.425269,-51.9382078
MARITUBA,728,-1.3595306,-48.3361504
MARQUES DE SOUZA,164,-29.3275642,-52.0961801
MARTINHO CAMPOS,72,-19.331945,-45.236666
MARTINOPOLE,48,-3.2235114,-40.6958832
MARTINOPOLIS,180,-22.146153,-51.170949
MARTINS,52,-6.0892841,-37.9114676
MARUMBI,84,-23.7070343,-51.6408276
MARZAGAO,96,-17.980597,-48.6430322
MASSAPE,136,-3.5239058,-40.3423107
MASSARANDUBA,298,-26.610868,-49.005351
MATA,70,-29.5637643,-54.4590898
MATA DE SAO JOAO,164,-12.530685,-38.300898
MATA GRANDE,144,-9.118243,-37.732298
MATA ROMA,92,-3.6210147,-43.1156951
MATAO,776,-21.6033611,-48.3660603
MATELANDIA,192,-25.2404183,-53.9835004
MATEUS LEME,260,-19.986666,-44.428056
MATIAS OLIMPIO,60,-3.7150636,-42.5547925
MATINA,82,-13.9098616,-42.8461536
MATINHA,68,-3.102212,-45.032208
MATINHOS,46,-25.8187096,-48.534204
MATIPO,209,-20.2896695,-42.3426599
MATOES,200,-5.5210672,-43.2041534
MATOZINHOS,196,-19.5576547,-44.0816035
MATRINCHA,56,-15.4357441,-50.749268
MATRIZ DE CAMARAGIBE,96,-9.154373,-35.524302
MATUPA,162,-10.1683242,-54.9346194
MATUTINA,40,-19.221956,-45.9701654
MAUA,2196,-23.6669527,-46.4616922
MAUES,380,-8.1189763,-35.3132505
MAURILANDIA,48,-17.9718589,-50.3388361
MAURITI,216,-7.3870095,-38.7737751
MAXIMILIANO DE ALMEIDA,160,-27.6326512,-51.8046768
MAZAGAO,56,-0.1160565,-51.2861759
MEDEIROS NETO,188,-17.3728243,-40.2203882
MEDIANEIRA,528,-25.2954233,-54.0940666
MEDICILANDIA,178,-3.4438388,-52.8889236
MEDINA,212,-16.2270466,-41.4763373
MELEIRO,202,-28.8303183,-49.6349851
MELGACO,64,-1.803202,-50.714927
MENDES,364,-22.5269113,-43.7332604
MENDES PIMENTEL,90,-18.6580044,-41.4021612
MERCES,80,-21.1947265,-43.3407272
MERUOCA,80,-3.5390209,-40.4546107
MESQUITA,816,-22.783092,-43.4293599
MESSIAS TARGINO,64,-6.0772948,-37.511712
MIGUEL ALVES,96,-4.1730384,-42.8955677
MIGUEL CALMON,352,-11.4309436,-40.5976501
MIGUEL PEREIRA,324,-22.4539417,-43.4691978
MIGUELOPOLIS,288,-20.179612,-48.030997
MILAGRES,292,-12.864635,-39.861092
MILAGRES DO MARANHAO,48,-3.5815605,-42.6080355
MILHA,112,-5.6834601,-39.1970885
MIMOSO DO SUL,164,-21.0628724,-41.3640478
MINACU,432,-13.5336413,-48.2184889
MINAS NOVAS,316,-17.2175833,-42.5943681
MINDURI,80,-21.6817218,-44.6036995
MINEIROS,736,-17.5653879,-52.5536721
MINEIROS DO TIETE,44,-22.4133188,-48.450554
MINISTRO ANDREAZZA,64,-11.1981045,-61.5167422
MIRABELA,120,-16.2547215,-44.1639075
MIRACEMA,240,-21.38998635,-42.14040961108699
MIRACEMA DO TOCANTINS,292,-9.5617939,-48.3966536
MIRADOR,88,-23.257015,-52.7756432
MIRAI,160,-21.1957417,-42.6125153
MIRAIMA,32,-3.568674,-39.966267
MIRANDA,96,-20.2401082,-56.3844728
MIRANDA DO NORTE,208,-3.5658706,-44.5825329
MIRANDIBA,68,-8.1202103,-38.728459
MIRANDOPOLIS,400,-21.1328313,-51.1029422
MIRANGABA,12,-10.9540277,-40.5764152
MIRANORTE,80,-9.529068,-48.592222
MIRANTE DA SERRA,132,-11.0321694,-62.6717012
MIRANTE DO PARANAPANEMA,92,-22.2925861,-51.907143
MIRASELVA,40,-22.9675823,-51.4847793
MIRASSOL,316,-20.8141411,-49.507449
MIRASSOL D'OESTE,328,-15.675947,-58.0951397
MIRINZAL,68,-2.0664539,-44.7837348
MISSAL,148,-25.0913359,-54.2476738
MISSAO VELHA,376,-7.248491,-39.1434843
MOCAJUBA,112,-2.583098,-49.504224
MOCOCA,580,-21.464731,-47.002405
MODELO,128,-26.7752383,-53.0525513
MOEMA,52,-19.8435409,-45.4106241
MOGEIRO,10,-7.3019003,-35.4782749
MOGI DAS CRUZES,4250,-23.5234284,-46.1926671
MOGI GUACU,1604,-22.372222,-46.9425
MOJI MIRIM,836,-22.433123,-46.958246
MOJU,208,-1.889926,-48.766765
MOMBACA,208,-5.7450899,-39.6293519
MONCAO,312,-21.4221815,-41.6912044
MONDAI,260,-27.1020777,-53.399242
MONGAGUA,144,-24.0959454,-46.6234361
MONSENHOR GIL,52,-5.5609098,-42.6127716
MONSENHOR HIPOLITO,80,-6.9972682,-41.029733
MONSENHOR PAULO,180,-21.757778,-45.541111
MONSENHOR TABOSA,196,-4.7879512,-40.063949
MONTALVANIA,136,-14.4230168,-44.3701782
MONTANHA,140,-18.1263191,-40.3641584
MONTANHAS,24,-6.4866542,-35.2853577
MONTE ALEGRE,296,-1.9989108,-54.0727694
MONTE ALEGRE DE GOIAS,64,-13.2552059,-46.892813
MONTE ALEGRE DE MINAS,88,-18.870278,-48.880556
MONTE ALEGRE DO PIAUI,100,-9.7483373,-45.3048117
MONTE ALTO,496,-21.265545,-48.497066
MONTE APRAZIVEL,320,-20.7625702,-49.7088402
MONTE AZUL,168,-22.4949832,-43.0338655
MONTE AZUL PAULISTA,280,-20.90649,-48.638717
MONTE BELO,72,-21.3225052,-46.3649768
MONTE CARLO,56,-27.2216645,-50.9784032
MONTE CARMELO,516,-18.7260939,-47.4958859
MONTE DAS GAMELEIRAS,52,-6.43975,-35.7851631
MONTE DO CARMO,60,-10.7647456,-48.1121813
MONTE MOR,140,-22.945043,-47.312182
MONTE NEGRO,140,-10.2603463,-63.2986252
MONTE SANTO,276,-10.4382898,-39.3304065
MONTE SANTO DE MINAS,200,-21.189722,-46.98
MONTEIRO,475,-7.8920179,-37.1232051
MONTENEGRO,976,-29.6826112,-51.4687455
MONTES ALTOS,104,-5.8316731,-47.0658003
MONTES CLAROS,4782,-16.7273538,-43.8717676
MONTES CLAROS DE GOIAS,96,-16.0059459,-51.3978781
MONTIVIDIU,76,-17.450464,-51.1737162
MORADA NOVA,720,-5.1076699,-38.3727852
MORADA NOVA DE MINAS,80,-18.6024892,-45.3513867
MORAUJO,68,-3.4657654,-40.679146
MOREILANDIA,80,-7.6298629,-39.5535521
MORENO,796,-8.108706,-35.08354
MORRETES,72,-25.4770051,-48.8321911
MORRINHOS,551,-17.7333689,-49.105908
MORRO AGUDO,244,-20.7276692,-48.052795
MORRO AGUDO DE GOIAS,76,-15.3184299,-50.0552811
MORRO DA FUMACA,440,-28.6522275,-49.2133979
MORRO DO CHAPEU,232,-11.5500293,-41.1570248
MORROS,156,-2.8652201,-44.0390477
MORTUGABA,96,-15.0232826,-42.3695423
MORUNGABA,48,-22.88,-46.79167
MOSSAMEDES,80,-16.1263751,-50.2104393
MOSSORO,4424,-5.1904332,-37.3443872
MOSTARDAS,88,-31.10538,-50.916692
MOZARLANDIA,84,-14.7457049,-50.5713211
MUANA,184,-1.5317443,-49.2223565
MUCAJAI,72,2.4486084,-60.9199986
MUCAMBO,200,-3.9043285,-40.7454425
MUCUGE,128,-13.0053,-41.370271
MUCUM,124,-29.1672546,-51.8745312
MUCURI,396,-18.0864709,-39.5512819
MUCURICI,76,-18.0940112,-40.5184761
MULUNGU,36,-7.0309389,-35.4646079
MULUNGU DO MORRO,136,-11.9653564,-41.6408239
MUNDO NOVO,400,-11.8573859,-40.4731656
MUNIZ FREIRE,92,-20.4636068,-41.4137007
MUQUI,84,-20.9509368,-41.3444285
MURIAE,2344,-21.130556,-42.366389
MURICI,212,-9.306823,-35.942798
MURITIBA,124,-12.624266,-38.9885844
MUTUIPE,180,-13.2282298,-39.5060149
MUTUM,204,-19.817223,-41.438333
MUTUNOPOLIS,76,-13.7303379,-49.2745491
MUZAMBINHO,200,-21.3684325,-46.522317
NANUQUE,300,-17.8393915,-40.3494631
NAO-ME-TOQUE,200,-28.4575507,-52.8196547
NATAL,15165,-5.805398,-35.2080905
NATIVIDADE,264,-11.7089881,-47.7284165
NATUBA,76,-7.6410756,-35.5542731
NAVEGANTES,240,-26.8898813,-48.6495828
NAVIRAI,388,-23.0622152,-54.2018319
NAZARE,200,-13.0345586,-39.0062515
NAZARE DA MATA,164,-7.7452689,-35.2286396
NAZARE DO PIAUI,24,-6.9709737,-42.6707675
NAZARE PAULISTA,80,-23.1819309,-46.3992986
NAZARENO,60,-21.2189807,-44.6151354
NAZARIO,64,-16.5807689,-49.881671
NEPOMUCENO,160,-21.232744,-45.2352276
NEROPOLIS,782,-16.4069816,-49.219438
NEVES PAULISTA,84,-20.842992,-49.635767
NHAMUNDA,100,-2.1921521,-56.7111308
NHANDEARA,516,-20.6943324,-50.0406028
NILOPOLIS,1268,-22.8080114,-43.4138222
NINA RODRIGUES,96,-3.467884,-43.91342
NIOAQUE,24,-21.1605528,-55.8283423
NIQUELANDIA,444,-14.4648655,-48.4572244
NISIA FLORESTA,4,-6.0902674,-35.2085026
NITEROI,11543,-22.8884,-43.1147
NOBRES,172,-14.7196233,-56.3351314
NONOAI,292,-27.3660882,-52.7717853
NORDESTINA,120,-10.8258183,-39.4297655
NORMANDIA,100,3.8792356,-59.6293367
NORTELANDIA,120,-14.4518972,-56.8043752
NOSSA SENHORA DA GLORIA,240,-10.2188811,-37.4199759
NOSSA SENHORA DO LIVRAMENTO,64,-15.7724354,-56.3435003
NOSSA SENHORA DO SOCORRO,200,-10.8553115,-37.1264863
NOSSA SENHORA DOS REMEDIOS,36,-3.9792637,-42.6216791
NOVA ALVORADA DO SUL,84,-21.4587274,-54.3760634
NOVA AMERICA,16,-15.0205889,-49.8952971
NOVA ANDRADINA,440,-22.2477565,-53.3480621
NOVA AURORA,200,-24.5282336,-53.2576703
NOVA BANDEIRANTES,56,-9.8494172,-57.8139698
NOVA BASSANO,204,-28.7304074,-51.7034689
NOVA BRASILANDIA,39,-14.9298622,-54.973665
NOVA BRASILANDIA D'OESTE,176,-11.722692,-62.315545
NOVA BRESCIA,148,-29.2158737,-52.0290188
NOVA CANAA,140,-14.7936791,-40.1453848
NOVA CANAA DO NORTE,20,-10.6367877,-55.709177
NOVA CANTU,86,-24.6739252,-52.5731265
NOVA COLINAS,100,-7.1196897,-46.2610972
NOVA CRIXAS,180,-14.0968848,-50.3396014
NOVA CRUZ,172,-6.482111,-35.4332326
NOVA ERA,180,-21.7084989,-43.4211379
NOVA ERECHIM,136,-26.9027688,-52.9071258
NOVA ESPERANCA,160,-23.1818437,-52.1999852
NOVA ESPERANCA DO PIRIA,128,-2.2663093,-46.9661622
NOVA ESPERANCA DO SUDOESTE,52,-25.9004038,-53.2617627
NOVA EUROPA,70,-21.7808203,-48.5661712
NOVA FATIMA,124,-11.6046105,-39.631054
NOVA FLORESTA,76,-6.4554313,-36.2040005
NOVA FRIBURGO,2756,-22.2800004,-42.5325303
NOVA GRANADA,248,-20.5345426,-49.3186951
NOVA IGUACU,5890,-22.7592175,-43.4508728
NOVA IORQUE,64,-6.7357067,-44.046151
NOVA IPIXUNA,64,-4.916221,-49.082194
NOVA LIMA,1742,-19.9854089,-43.8470691
NOVA LONDRINA,136,-22.7633621,-52.9875908
NOVA MAMORE,148,-10.4104864,-65.3313761
NOVA MONTE VERDE,52,-9.9796694,-57.467331
NOVA MUTUM,872,-13.8255015,-56.0849262
NOVA ODESSA,140,-22.7805746,-47.2993805
NOVA OLIMPIA,300,-23.4699403,-53.090112
NOVA OLINDA,80,-7.0934174,-39.6789815
NOVA OLINDA DO MARANHAO,256,-2.8043732,-45.7013215
NOVA OLINDA DO NORTE,166,-3.8926889,-59.0953046
NOVA PALMA,208,-29.4711081,-53.4693751
NOVA PETROPOLIS,160,-29.3759836,-51.1123342
NOVA PONTE,96,-19.1692213,-47.6717642
NOVA PRATA,284,-28.7849383,-51.6091999
NOVA RESENDE,72,-21.1263862,-46.424537
NOVA RUSSAS,172,-4.7051681,-40.565519
NOVA SANTA ROSA,76,-24.468132,-53.9547649
NOVA SERRANA,283,-19.875834,-44.984166
NOVA SOURE,76,-11.2409332,-38.4774123
NOVA TEBAS,200,-24.437958,-51.945357
NOVA TIMBOTEUA,24,-1.2052428,-47.3935775
NOVA TRENTO,200,-27.2862616,-48.9302652
NOVA UNIAO,68,-19.6901893,-43.580107
NOVA VENECIA,260,-18.7082544,-40.4000087
NOVA VENEZA,268,-16.3709074,-49.3212061
NOVA VICOSA,268,-17.8907712,-39.3725471
NOVA XAVANTINA,187,-14.6794165,-52.351994
NOVO AIRAO,112,-2.6260236,-60.9434406
NOVO ARIPUANA,112,-5.125929,-60.373179
NOVO BRASIL,40,-16.0337152,-50.7112124
NOVO CRUZEIRO,144,-1.2891626,-47.891866
NOVO GAMA,16,-16.0496528,-48.0304615
NOVO HAMBURGO,2169,-29.6905705,-51.1429035
NOVO HORIZONTE,332,-21.4674564,-49.2235377
NOVO HORIZONTE DO NORTE,52,-11.3904019,-57.3159067
NOVO HORIZONTE DO OESTE,96,-11.7105311,-61.9993277
NOVO HORIZONTE DO SUL,68,-22.6546565,-53.857078
NOVO ORIENTE,148,-5.5350339,-40.7748902
NOVO ORIENTE DO PIAUI,32,-6.4504258,-41.9219571
NOVO PROGRESSO,172,-7.0374884,-55.4185904
NOVO REPARTIMENTO,224,-4.2519172,-49.9524257
NOVO SAO JOAQUIM,112,-14.9108231,-53.01775
OBIDOS,264,-1.901072,-55.520812
OCARA,96,-4.4910653,-38.5964829
OEIRAS,444,-7.0174887,-42.1314478
OEIRAS DO PARA,64,-2.0040813,-49.8596065
OIAPOQUE,204,3.8432128,-51.8350798
OLHO D'AGUA,4,-7.2289861,-37.7490068
OLHO D'AGUA DAS CUNHAS,80,-4.140311,-45.1184685
OLHO D'AGUA DAS FLORES,188,-9.5318374,-37.2939052
OLHO-D'AGUA DO BORGES,40,-5.9565525,-37.7056145
OLIMPIA,332,-20.736634,-48.910625
OLINDA,2540,-7.9986401,-34.8459552
OLINDA NOVA DO MARANHAO,200,-2.9960265,-44.9946822
OLINDINA,96,-11.3601309,-38.3269571
OLIVEIRA,493,-20.6971953,-44.8273969
OLIVEIRA DOS BREJINHOS,80,-12.3193308,-42.8914271
ORIXIMINA,416,-1.7669992,-55.868285
ORIZONA,96,-17.0333812,-48.2963748
ORLANDIA,392,-20.720278,-47.886667
ORLEANS,220,-28.3572698,-49.2872434
OROBO,128,-7.74562,-35.6019195
OROCO,120,-8.6147578,-39.6036988
OROS,148,-6.2427541,-38.9141151
OSASCO,4681,-23.5324859,-46.7916801
OSORIO,420,-29.8890733,-50.2740498
OSVALDO CRUZ,288,-21.7962773,-50.879119
OTACILIO COSTA,196,-27.4832304,-50.1195204
OUREM,96,-1.5489964,-47.1174572
OURICANGAS,60,-12.0105291,-38.6259109
OURICURI,532,-7.884432,-40.0833221
OURILANDIA DO NORTE,844,-6.748975,-51.0788476
OURINHOS,880,-22.9777918,-49.868204
OURO BRANCO,412,-6.703294,-36.9429599
OURO FINO,200,-22.283056,-46.369167
OURO PRETO,544,-20.385527,-43.5035214
OURO PRETO DO OESTE,784,-10.717914,-62.2566611
OUROESTE,132,-20.0013584,-50.3736414
OUROLANDIA,68,-10.9686909,-41.0808672
OUVIDOR,76,-18.2296167,-47.8351544
PACAJA,152,-2.2052417,-49.4779867
PACAJUS,216,-4.171073,-38.464988
PACARAIMA,56,4.4787884,-61.1389799
PACATUBA,172,-3.9841,-38.6180383
PACO DO LUMIAR,104,-2.5329055,-44.1591965
PACOTI,80,-4.2253561,-38.9208352
PADRE BERNARDO,120,-15.1676411,-48.2840561
PADRE MARCOS,144,-7.3534527,-40.9063953
PADRE PARAISO,168,-17.0750322,-41.4850334
PAES LANDIM,36,-7.7781616,-42.2552274
PAICANDU,131,-23.4575884,-52.048988
PAIM FILHO,212,-27.7099371,-51.7586234
PAINS,72,-20.3672648,-45.6633353
PALESTINA DE GOIAS,76,-16.7456647,-51.530084
PALESTINA DO PARA,84,-5.7423938,-48.3185533
PALHANO,48,-4.7449408,-37.9608401
PALHOCA,88,-27.6447774,-48.6646323
PALMA,108,-29.7249037,-53.5785925
PALMA SOLA,148,-26.3482487,-53.2775974
PALMACIA,64,-4.1478012,-38.8460317
PALMARES,1884,-8.684226,-35.589032
PALMARES DO SUL,156,-30.2580247,-50.5097954
PALMAS,5636,-10.1837852,-48.3336423
PALMAS DE MONTE ALTO,216,-14.2636093,-43.1649976
PALMEIRA,168,-27.9010519,-53.3135927
PALMEIRA D'OESTE,80,-20.4168187,-50.762159
PALMEIRA DAS MISSOES,420,-27.9010519,-53.3135927
PALMEIRA DO PIAUI,48,-8.49691385,-44.54569445530038
PALMEIRA DOS INDIOS,536,-9.4076249,-36.6323616
PALMEIRAIS,64,-5.9761427,-43.0637158
PALMEIRANDIA,72,-2.6474166,-44.8983779
PALMEIRAS DE GOIAS,142,-16.8102393,-49.9234165
PALMEIRINA,56,-9.0030969,-36.3254036
PALMEIROPOLIS,128,-13.0428105,-48.4065223
PALMELO,36,-17.3258189,-48.42603
PALMINOPOLIS,76,-16.7884665,-50.1654607
PALMITAL,172,-22.786384,-50.2198965
PALMITINHO,204,-27.3553374,-53.5575968
PALMITOS,263,-27.0711023,-53.1596594
PALOTINA,320,-24.2839929,-53.8405463
PANAMA,36,-18.1755033,-49.3523852
PANAMBI,244,-28.2898542,-53.501822
PANCAS,80,-19.2239225,-40.8502555
PANELAS,104,-8.661211,-36.012539
PAO DE ACUCAR,208,-9.7496551,-37.4329891
PAPANDUVA,140,-26.4085449,-50.1424094
PARA DE MINAS,523,-19.8668656,-44.5912664
PARACAMBI,356,-22.6109158,-43.7096912
PARACATU,522,-17.2174056,-46.8707514
PARACURU,168,-3.41436,-39.030028
PARAGOMINAS,860,-2.99564,-47.3548942
PARAGUACU,132,-21.547222,-45.7375
PARAGUACU PAULISTA,452,-22.4203497,-50.5792099
PARAI,164,-28.5966772,-51.7851426
PARAIBA DO SUL,560,-22.1636384,-43.2916915
PARAIBANO,192,-14.7678728,-39.9932084
PARAIPABA,100,-3.437987,-39.147868
PARAISO DO SUL,120,-29.7311548,-53.1777338
PARAISO DO TOCANTINS,520,-10.1752474,-48.886759
PARAISOPOLIS,200,-22.5541683,-45.7800024
PARAMBU,205,-6.2123856,-40.6954982
PARAMIRIM,360,-13.4437218,-42.2419768
PARAMOTI,112,-4.0964461,-39.2390411
PARANAGUA,898,-25.5148822,-48.5226695
PARANAIBA,848,-19.6751971,-51.1874986
PARANAIGUARA,120,-18.9137048,-50.6536307
PARANAITA,172,-9.6655602,-56.4758122
PARANAPANEMA,84,-23.390161,-48.720868
PARANAPOEMA,24,-22.6561084,-52.0865163
PARANATAMA,108,-8.9198099,-36.6573512
PARANATINGA,140,-14.4297856,-54.0503432
PARANAVAI,976,-23.08165,-52.461724
PARANHOS,44,-23.8927851,-55.4287213
PARAPUA,128,-21.781309,-50.7922396
PARATI,260,-23.2196461,-44.7154196
PARATINGA,148,-12.692459,-43.1805318
PARAUAPEBAS,1528,-6.0696846,-49.8903283
PARAUNA,84,-16.9495937,-50.4473008
PARAZINHO,24,-5.22597,-35.8403865
PARECIS,32,-12.1810712,-61.6037558
PARELHAS,214,-6.691369,-36.6584475
PARINTINS,871,-2.6344567,-56.7319324
PARIPIRANGA,72,-10.6828923,-37.8621523
PARIQUERA-ACU,734,-24.7146891,-47.8802361
PARNAGUA,128,-10.2240273,-44.6374373
PARNAIBA,2255,-2.9147515,-41.7661953
PARNAMIRIM,1100,-5.9153334,-35.2679913
PARNARAMA,204,-5.6823685,-43.0895346
PAROBE,668,-29.624257,-50.83118
PASSA E FICA,120,-6.4356697,-35.6434459
PASSA QUATRO,196,-22.3893803,-44.9666039
PASSA TEMPO,76,-20.650556,-44.495833
PASSABEM,72,-19.3521707,-43.1374619
PASSAGEM FRANCA,444,-6.8455026,-41.944213
PASSIRA,156,-7.976317,-35.5817327
PASSO FUNDO,4536,-28.2550598,-52.3966606
PASSOS,1556,-20.7167803,-46.6156864
PASTOS BONS,220,-6.6013999,-44.0878124
PATO BRAGADO,80,-24.6270545,-54.2264587
PATO BRANCO,1148,-26.2295984,-52.6712474
PATOS,1557,-7.0258285,-37.2766817
PATOS DE MINAS,1876,-18.6041453,-46.5096698
PATROCINIO,800,-18.9408294,-46.9926624
PATROCINIO PAULISTA,140,-20.6383609,-47.2801241
PATU,192,-6.1006213,-37.6385148
PAU BRASIL,52,-15.4645802,-39.6518409
PAU D'ARCO,88,-7.8331153,-50.0404438
PAU DOS FERROS,724,-6.1124964,-38.2062628
PAUDALHO,380,-7.90287,-35.171639
PAUINI,120,-7.7122214,-66.9998441
PAULINIA,440,-22.7630391,-47.1532213
PAULINO NEVES,84,-2.7227359,-42.5397648
PAULISTA,2110,-7.9340069,-34.868407
PAULISTANA,368,-8.1389174,-41.1380533
PAULO AFONSO,1300,-9.3991006,-38.226711
PAULO DE FARIA,96,-20.029593,-49.3998592
PAULO JACINTO,64,-9.367918,-36.367241
PAULO RAMOS,140,-4.4491095,-45.2420345
PE DE SERRA,32,-11.8346273,-39.6108675
PECANHA,248,-18.5479498,-42.5590434
PEDERNEIRAS,292,-22.351086,-48.778113
PEDRA,88,-8.4995589,-36.944377
PEDRA AZUL,248,-16.005556,-41.28
PEDRA BRANCA,276,-5.455674,-39.7166286
PEDRA BRANCA DO AMAPARI,64,0.7771833,-51.9523218
PEDRA GRANDE,20,-5.1508135,-35.8784127
PEDRA LAVRADA,80,-6.7562744,-36.4673179
PEDRA PRETA,144,-16.6230015,-54.4761228
PEDRALVA,56,-22.2428119,-45.4659922
PEDRAS DE FOGO,208,-7.3988977,-35.112176
PEDREGULHO,256,-20.25071,-47.4808786
PEDREIRA,380,-22.741347,-46.894846
PEDREIRAS,696,-4.5687989,-44.6003029
PEDRINOPOLIS,32,-19.2275,-47.461944
PEDRO AFONSO,128,-8.9757351,-48.1733282
PEDRO CANARIO,144,-18.2993128,-39.9549993
PEDRO DE TOLEDO,12,-24.2769071,-47.23393
PEDRO DO ROSARIO,144,-2.972719,-45.349316
